ORIGIN,DEST,PAYLOAD,DISTANCE,SEATS,PASSENGERS,DEPARTURES_PERFORMED,CARRIER_NAME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,ORIGIN_NAME,DEST_NAME
IAN,FAI,2370.0,386.0,9.0,6.0,1.0,['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'],12268,11630,"Kiana, AK: Bob Baker Memorial","Fairbanks, AK: Fairbanks International"
IGG,FAI,2422.0,461.0,9.0,2.0,1.0,['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'],12294,11630,"Igiugig, AK: Igiugig Airport","Fairbanks, AK: Fairbanks International"
ILI,FAI,4500.0,417.0,19.0,0.0,1.0,['Hageland Aviation Service'],12321,11630,"Iliamna, AK: Iliamna Airport","Fairbanks, AK: Fairbanks International"
IND,FAI,192169.0,2962.0,0.0,0.0,1.0,['Federal Express Corporation'],12339,11630,"Indianapolis, IN: Indianapolis International","Fairbanks, AK: Fairbanks International"
IRC,FAI,260279.0,130.0,1190.0,352.0,140.0,"['Warbelow'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service']",12370,11630,"Circle, AK: Circle City","Fairbanks, AK: Fairbanks International"
JNU,FAI,62640.0,624.0,144.0,83.0,2.0,['Alaska Airlines Inc.'],12523,11630,"Juneau, AK: Juneau International","Fairbanks, AK: Fairbanks International"
KAL,FAI,353823.0,326.0,1153.0,317.0,137.0,"['Warbelow' 'Hageland Aviation Service' 'Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Bering Air Inc.']",12615,11630,"Kaltag, AK: Kaltag Airport","Fairbanks, AK: Fairbanks International"
KBC,FAI,446963.0,117.0,1293.0,692.0,155.0,"['Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Frontier Flying Service' 'Warbelow']",12621,11630,"Birch Creek, AK: Birch Creek Airport","Fairbanks, AK: Fairbanks International"
KGX,FAI,6600.0,395.0,27.0,4.0,2.0,['Wright Air Service' 'Bering Air Inc.'],12676,11630,"Grayling, AK: Grayling Airport","Fairbanks, AK: Fairbanks International"
KSM,FAI,66610.0,514.0,102.0,16.0,10.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Era Aviation' 'Hageland Aviation Service']",12807,11630,"St. Mary's, AK: St. Mary's Airport","Fairbanks, AK: Fairbanks International"
KYU,FAI,202581.0,291.0,694.0,279.0,82.0,"['Hageland Aviation Service' 'Wright Air Service' 'Warbelow'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo']",12868,11630,"Koyukuk, AK: Koyukuk Airport","Fairbanks, AK: Fairbanks International"
LIV,FAI,900.0,53.0,4.0,2.0,1.0,['Wright Air Service'],12993,11630,"Livengood, AK: Livengood Airport","Fairbanks, AK: Fairbanks International"
LMA,FAI,149303.0,148.0,629.0,115.0,107.0,"['Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo']",13016,11630,"Lake Minchumina, AK: Lake Minchumina Airport","Fairbanks, AK: Fairbanks International"
LNI,FAI,27470.0,445.0,103.0,28.0,13.0,"['Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo']",13028,11630,"Lonely, AK: Lonely AS","Fairbanks, AK: Fairbanks International"
MCG,FAI,177598.0,269.0,309.0,106.0,42.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service' 'Hageland Aviation Service' 'Era Aviation'
 'Frontier Flying Service' 'Tanana Air Service' 'Warbelow']",13196,11630,"McGrath, AK: McGrath Airport","Fairbanks, AK: Fairbanks International"
MEM,FAI,191147.0,3128.0,0.0,0.0,1.0,['Federal Express Corporation'],13244,11630,"Memphis, TN: Memphis International","Fairbanks, AK: Fairbanks International"
MHM,FAI,27123.0,148.0,120.0,47.0,16.0,['Wright Air Service' 'Warbelow'],13292,11630,"Minchumina, AK: Minchumina Airport","Fairbanks, AK: Fairbanks International"
MLY,FAI,150303.0,83.0,683.0,125.0,89.0,['Warbelow' 'Wright Air Service' 'Hageland Aviation Service'],13381,11630,"Manley Hot Springs, AK: Manley Hot Springs Airport","Fairbanks, AK: Fairbanks International"
MNT,FAI,203631.0,50.0,924.0,174.0,109.0,['Warbelow' 'Wright Air Service'],13415,11630,"Minto, AK: Minto Al Wright","Fairbanks, AK: Fairbanks International"
MSP,FAI,9544430.0,2466.0,33385.0,26504.0,184.0,['Sun Country Airlines d/b/a MN Airlines' 'Delta Air Lines Inc.'],13487,11630,"Minneapolis, MN: Minneapolis-St Paul International","Fairbanks, AK: Fairbanks International"
NIB,FAI,111860.0,234.0,74.0,13.0,16.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service' 'Frontier Flying Service']",13676,11630,"Nikolai, AK: Nikolai Airport","Fairbanks, AK: Fairbanks International"
NUI,FAI,117540.0,383.0,286.0,87.0,20.0,"['Hageland Aviation Service' 'Era Aviation' 'Frontier Flying Service'
 'Wright Air Service']",13767,11630,"Nuiqsut, AK: Nuiqsut Airport","Fairbanks, AK: Fairbanks International"
NUL,FAI,284942.0,302.0,938.0,339.0,113.0,"['Hageland Aviation Service' 'Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Warbelow' 'Frontier Flying Service']",13768,11630,"Nulato, AK: Nulato Airport","Fairbanks, AK: Fairbanks International"
OBU,FAI,34012.0,294.0,140.0,44.0,19.0,['Warbelow' 'Wright Air Service'],13806,11630,"Kobuk, AK: Kobuk Airport","Fairbanks, AK: Fairbanks International"
OME,FAI,56000.0,521.0,38.0,0.0,3.0,['Hageland Aviation Service' 'Lynden Air Cargo Airlines'],13873,11630,"Nome, AK: Nome Airport","Fairbanks, AK: Fairbanks International"
ORD,FAI,2584244.0,2785.0,12638.0,9791.0,82.0,['United Air Lines Inc.'],13930,11630,"Chicago, IL: Chicago O'Hare International","Fairbanks, AK: Fairbanks International"
ORT,FAI,2370.0,222.0,9.0,9.0,1.0,['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'],13940,11630,"Northway, AK: Northway Airport","Fairbanks, AK: Fairbanks International"
ORV,FAI,14000.0,398.0,47.0,20.0,3.0,['Hageland Aviation Service' 'Bering Air Inc.'],13942,11630,"Noorvik, AK: Robert/Bob/Curtis Memorial","Fairbanks, AK: Fairbanks International"
OTZ,FAI,977399.0,441.0,248.0,99.0,34.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Warbelow' 'Hageland Aviation Service' 'Wright Air Service'
 'Alaska Airlines Inc.' 'Lynden Air Cargo Airlines']",13970,11630,"Kotzebue, AK: Ralph Wien Memorial","Fairbanks, AK: Fairbanks International"
PDX,FAI,3641767.0,1640.0,13537.0,9552.0,87.0,['Alaska Airlines Inc.'],14057,11630,"Portland, OR: Portland International","Fairbanks, AK: Fairbanks International"
PHO,FAI,117750.0,574.0,31.0,1.0,7.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service' 'Hageland Aviation Service']",14102,11630,"Point Hope, AK: Point Hope Airport","Fairbanks, AK: Fairbanks International"
PIZ,FAI,810970.0,528.0,17.0,0.0,23.0,"['Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Lynden Air Cargo Airlines']",14125,11630,"Point Lay, AK: Point Lay LRRS","Fairbanks, AK: Fairbanks International"
PPC,FAI,202446.0,160.0,965.0,532.0,30.0,['Era Aviation' 'Warbelow' 'Wright Air Service'],14218,11630,"Prospect Creek, AK: Prospect Creek Airport","Fairbanks, AK: Fairbanks International"
PQS,FAI,2370.0,507.0,9.0,0.0,1.0,['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'],14234,11630,"Pilot Station, AK: Pilot Station Airport","Fairbanks, AK: Fairbanks International"
RBY,FAI,1379508.0,225.0,4470.0,2182.0,531.0,"['Hageland Aviation Service' 'Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Warbelow' 'Frontier Flying Service']",14474,11630,"Ruby, AK: Ruby Airport","Fairbanks, AK: Fairbanks International"
RLU,FAI,77000.0,301.0,296.0,115.0,36.0,['Wright Air Service'],14551,11630,"Bornite/Ruby Creek, AK: Bornite Upper","Fairbanks, AK: Fairbanks International"
RMP,FAI,306888.0,82.0,1324.0,233.0,160.0,"['Warbelow' 'Wright Air Service' 'Frontier Flying Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo']",14559,11630,"Rampart, AK: Rampart Airport","Fairbanks, AK: Fairbanks International"
SCC,FAI,4063135.0,373.0,18722.0,9903.0,587.0,"['Era Aviation' 'Hageland Aviation Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Warbelow' 'Alaska Airlines Inc.' 'Frontier Flying Service'
 'Arctic Transportation']",14709,11630,"Deadhorse, AK: Deadhorse Airport","Fairbanks, AK: Fairbanks International"
SEA,FAI,37580675.0,1533.0,143861.0,117207.0,954.0,['Alaska Airlines Inc.'],14747,11630,"Seattle, WA: Seattle/Tacoma International","Fairbanks, AK: Fairbanks International"
SHG,FAI,279350.0,300.0,51.0,11.0,20.0,"['Wright Air Service' 'Hageland Aviation Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo']",14804,11630,"Shungnak, AK: Shungnak Airport","Fairbanks, AK: Fairbanks International"
SKK,FAI,2200.0,398.0,8.0,0.0,1.0,['Hageland Aviation Service'],14856,11630,"Shaktoolik, AK: Shaktoolik Airport","Fairbanks, AK: Fairbanks International"
SMK,FAI,11700.0,440.0,46.0,16.0,3.0,['Hageland Aviation Service' 'Bering Air Inc.'],14895,11630,"St. Michael, AK: St. Michael Airport","Fairbanks, AK: Fairbanks International"
SVS,FAI,980765.0,90.0,2165.0,708.0,291.0,"['Warbelow' 'Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Lynden Air Cargo Airlines']",15061,11630,"Stevens Village, AK: Stevens Village Airport","Fairbanks, AK: Fairbanks International"
TAL,FAI,1959996.0,127.0,8456.0,3485.0,947.0,"['Warbelow' 'Hageland Aviation Service' 'Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Era Aviation']",15124,11630,"Tanana, AK: Ralph M Calhoun Memorial","Fairbanks, AK: Fairbanks International"
TCT,FAI,20809.0,279.0,62.0,8.0,9.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Warbelow' 'Wright Air Service']",15160,11630,"Takotna, AK: Takotna Airport","Fairbanks, AK: Fairbanks International"
TKJ,FAI,112930.0,181.0,431.0,150.0,103.0,['40-Mile Air' 'Warbelow' 'Wright Air Service'],15236,11630,"Tok, AK: Tok Junction","Fairbanks, AK: Fairbanks International"
TLJ,FAI,39000.0,281.0,0.0,0.0,2.0,['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'],15250,11630,"Tatalina, AK: Tatalina LRRS","Fairbanks, AK: Fairbanks International"
TNC,FAI,27000.0,584.0,0.0,0.0,1.0,['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'],15278,11630,"Tin City, AK: Tin City LRRS","Fairbanks, AK: Fairbanks International"
UMT,FAI,307124.0,336.0,1151.0,428.0,71.0,"['Era Aviation' 'Hageland Aviation Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service' 'Warbelow']",15472,11630,"Umiat, AK: Umiat Airport","Fairbanks, AK: Fairbanks International"
UNK,FAI,99465.0,393.0,18.0,3.0,5.0,"['Northern Air Cargo Inc.'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Hageland Aviation Service' 'Wright Air Service']",15478,11630,"Unalakleet, AK: Unalakleet Airport","Fairbanks, AK: Fairbanks International"
UTO,FAI,142272.0,187.0,423.0,107.0,76.0,"['Frontier Flying Service' 'Wright Air Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo']",15504,11630,"Utopia, AK: Indian Mountain LRRS","Fairbanks, AK: Fairbanks International"
VEE,FAI,872642.0,158.0,2556.0,1009.0,327.0,"['Warbelow'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service' 'Frontier Flying Service'
 'Hageland Aviation Service']",15581,11630,"Venetie, AK: Venetie Airport","Fairbanks, AK: Fairbanks International"
VIK,FAI,29741.0,338.0,66.0,30.0,9.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service']",15599,11630,"Kavik River, AK: Kavik River Airport","Fairbanks, AK: Fairbanks International"
WBQ,FAI,538477.0,108.0,1764.0,710.0,215.0,"['Warbelow'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service' 'Hageland Aviation Service'
 'Frontier Flying Service']",15725,11630,"Beaver, AK: Beaver Airport","Fairbanks, AK: Fairbanks International"
WCR,FAI,9250.0,187.0,44.0,8.0,7.0,['Wright Air Service'],15731,11630,"Chandalar, AK: Chandalar Lake","Fairbanks, AK: Fairbanks International"
WLK,FAI,16250.0,367.0,27.0,16.0,4.0,['Frontier Flying Service' 'Hageland Aviation Service' 'Bering Air Inc.'],15785,11630,"Selawik, AK: Selawik Airport","Fairbanks, AK: Fairbanks International"
WTK,FAI,298250.0,463.0,6.0,2.0,12.0,"['Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo'
 'Wright Air Service']",15861,11630,"Noatak, AK: Noatak Airport","Fairbanks, AK: Fairbanks International"
YAK,FAI,750.0,453.0,3.0,1.0,1.0,['Wright Air Service'],15991,11630,"Yakutat, AK: Yakutat Airport","Fairbanks, AK: Fairbanks International"
AKP,FYU,6700.0,204.0,17.0,0.0,2.0,['Hageland Aviation Service'],10247,11833,"Anaktuvuk Pass, AK: Anaktuvuk Pass Airport","Fort Yukon, AK: Fort Yukon Airport"
ARC,FYU,188106.0,107.0,699.0,257.0,81.0,['Wright Air Service' 'Warbelow' 'Hageland Aviation Service'],10349,11833,"Arctic Village, AK: Arctic Village Airport","Fort Yukon, AK: Fort Yukon Airport"
BTI,FYU,576000.0,250.0,1152.0,391.0,128.0,['Hageland Aviation Service'],10775,11833,"Barter Island, AK: Barter Island LRRS","Fort Yukon, AK: Fort Yukon Airport"
BTT,FYU,2400.0,174.0,9.0,0.0,1.0,['Wright Air Service'],10783,11833,"Bettles, AK: Bettles Airport","Fort Yukon, AK: Fort Yukon Airport"
CEM,FYU,1754.0,70.0,9.0,0.0,1.0,['Warbelow'],10938,11833,"Central, AK: Central Airport","Fort Yukon, AK: Fort Yukon Airport"
CHP,FYU,2700.0,77.0,12.0,7.0,3.0,['Wright Air Service'],10991,11833,"Circle Hot Springs, AK: Circle Hot Springs Airport","Fort Yukon, AK: Fort Yukon Airport"
CIK,FYU,521873.0,42.0,2565.0,576.0,286.0,['Warbelow' 'Wright Air Service' 'Frontier Flying Service'],11007,11833,"Chalkyitsik, AK: Chalkyitsik Airport","Fort Yukon, AK: Fort Yukon Airport"
CXF,FYU,1523.0,143.0,9.0,0.0,1.0,['Warbelow'],11214,11833,"Coldfoot, AK: Coldfoot Airport","Fort Yukon, AK: Fort Yukon Airport"
EAA,FYU,4500.0,171.0,19.0,0.0,1.0,['Hageland Aviation Service'],11463,11833,"Eagle, AK: Eagle Airport","Fort Yukon, AK: Fort Yukon Airport"
FAI,FYU,4498771.0,143.0,17835.0,8221.0,2013.0,"['Warbelow' 'Era Aviation' 'Hageland Aviation Service'
 'Wright Air Service' 'Frontier Flying Service'
 'Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo']",11630,11833,"Fairbanks, AK: Fairbanks International","Fort Yukon, AK: Fort Yukon Airport"
FBK,FYU,43430.0,138.0,180.0,35.0,23.0,['Warbelow' 'Wright Air Service'],11643,11833,"Fairbanks, AK: Ladd AAF","Fort Yukon, AK: Fort Yukon Airport"
