ORIGIN,DEST,PAYLOAD,DISTANCE,SEATS,PASSENGERS,DEPARTURES_PERFORMED,CARRIER_NAME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,ORIGIN_NAME,DEST_NAME
BWI,MKC,54190.0,961.0,221.0,113.0,3.0,['Delta Air Lines Inc.' 'United Air Lines Inc.' 'Avjet Corporation'],10821,13341,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Kansas City, MO: Charles B. Wheeler Downtown"
CKB,MKC,71597.0,770.0,220.0,52.0,2.0,"['Swift Air, LLC' 'Ameristar Air Cargo']",11027,13341,"Clarksburg/Fairmont, WV: North Central West Virginia","Kansas City, MO: Charles B. Wheeler Downtown"
CLE,MKC,61484.0,691.0,308.0,103.0,2.0,['United Air Lines Inc.'],11042,13341,"Cleveland, OH: Cleveland-Hopkins International","Kansas City, MO: Charles B. Wheeler Downtown"
CLT,MKC,20334.0,799.0,54.0,33.0,1.0,['Delta Air Lines Inc.'],11057,13341,"Charlotte, NC: Charlotte Douglas International","Kansas City, MO: Charles B. Wheeler Downtown"
CVG,MKC,41370.0,533.0,160.0,0.0,1.0,['Delta Air Lines Inc.'],11193,13341,"Cincinnati, OH: Cincinnati/Northern Kentucky International","Kansas City, MO: Charles B. Wheeler Downtown"
DEN,MKC,52460.0,541.0,184.0,54.0,1.0,['Delta Air Lines Inc.'],11292,13341,"Denver, CO: Denver International","Kansas City, MO: Charles B. Wheeler Downtown"
DFW,MKC,75116.0,451.0,314.0,101.0,2.0,['United Air Lines Inc.' 'Delta Air Lines Inc.'],11298,13341,"Dallas/Fort Worth, TX: Dallas/Fort Worth International","Kansas City, MO: Charles B. Wheeler Downtown"
DTW,MKC,93072.0,627.0,462.0,171.0,3.0,['United Air Lines Inc.'],11433,13341,"Detroit, MI: Detroit Metro Wayne County","Kansas City, MO: Charles B. Wheeler Downtown"
HOU,MKC,50160.0,654.0,184.0,61.0,1.0,['Delta Air Lines Inc.'],12191,13341,"Houston, TX: William P Hobby","Kansas City, MO: Charles B. Wheeler Downtown"
IAH,MKC,104361.0,631.0,468.0,178.0,3.0,['United Air Lines Inc.'],12266,13341,"Houston, TX: George Bush Intercontinental/Houston","Kansas City, MO: Charles B. Wheeler Downtown"
LAX,MKC,49060.0,1368.0,184.0,52.0,1.0,['Delta Air Lines Inc.'],12892,13341,"Los Angeles, CA: Los Angeles International","Kansas City, MO: Charles B. Wheeler Downtown"
LBB,MKC,64515.0,551.0,208.0,51.0,2.0,['Ameristar Air Cargo'],12896,13341,"Lubbock, TX: Lubbock Preston Smith International","Kansas City, MO: Charles B. Wheeler Downtown"
LGA,MKC,28362.0,1104.0,154.0,58.0,1.0,['United Air Lines Inc.'],12953,13341,"New York, NY: LaGuardia","Kansas City, MO: Charles B. Wheeler Downtown"
MCI,MKC,40870.0,14.0,160.0,0.0,1.0,['Delta Air Lines Inc.'],13198,13341,"Kansas City, MO: Kansas City International","Kansas City, MO: Charles B. Wheeler Downtown"
MDW,MKC,131560.0,404.0,612.0,219.0,4.0,['Delta Air Lines Inc.' 'United Air Lines Inc.'],13232,13341,"Chicago, IL: Chicago Midway International","Kansas City, MO: Charles B. Wheeler Downtown"
MEM,MKC,38879.0,380.0,150.0,0.0,1.0,['Delta Air Lines Inc.'],13244,13341,"Memphis, TN: Memphis International","Kansas City, MO: Charles B. Wheeler Downtown"
MKE,MKC,41370.0,438.0,160.0,62.0,1.0,['Delta Air Lines Inc.'],13342,13341,"Milwaukee, WI: General Mitchell International","Kansas City, MO: Charles B. Wheeler Downtown"
MSP,MKC,165958.0,404.0,634.0,258.0,5.0,['Delta Air Lines Inc.' 'United Air Lines Inc.'],13487,13341,"Minneapolis, MN: Minneapolis-St Paul International","Kansas City, MO: Charles B. Wheeler Downtown"
ORD,MKC,36213.0,403.0,154.0,60.0,1.0,['United Air Lines Inc.'],13930,13341,"Chicago, IL: Chicago O'Hare International","Kansas City, MO: Charles B. Wheeler Downtown"
PHL,MKC,25931.0,1034.0,154.0,58.0,1.0,['United Air Lines Inc.'],14100,13341,"Philadelphia, PA: Philadelphia International","Kansas City, MO: Charles B. Wheeler Downtown"
SNA,MKC,52660.0,1346.0,184.0,62.0,1.0,['Delta Air Lines Inc.'],14908,13341,"Santa Ana, CA: John Wayne Airport-Orange County","Kansas City, MO: Charles B. Wheeler Downtown"
STL,MKC,51560.0,229.0,180.0,0.0,1.0,['Delta Air Lines Inc.'],15016,13341,"St. Louis, MO: Lambert-St. Louis International","Kansas City, MO: Charles B. Wheeler Downtown"
TPA,MKC,38879.0,1035.0,150.0,41.0,1.0,['Delta Air Lines Inc.'],15304,13341,"Tampa, FL: Tampa International","Kansas City, MO: Charles B. Wheeler Downtown"
YIP,MKC,33803.0,619.0,152.0,0.0,1.0,['Ameristar Air Cargo'],16091,13341,"Detroit, MI: Willow Run","Kansas City, MO: Charles B. Wheeler Downtown"
ACT,SWO,29592.0,314.0,56.0,50.0,1.0,['Ameristar Air Cargo'],10155,15074,"Waco, TX: Waco Regional","Stillwater, OK: Stillwater Regional"
AUS,SWO,102988.0,413.0,362.0,208.0,3.0,['Ameristar Air Cargo' 'United Air Lines Inc.'],10423,15074,"Austin, TX: Austin - Bergstrom International","Stillwater, OK: Stillwater Regional"
CKB,SWO,70890.0,947.0,308.0,184.0,2.0,['Miami Air International' 'United Air Lines Inc.'],11027,15074,"Clarksburg/Fairmont, WV: North Central West Virginia","Stillwater, OK: Stillwater Regional"
DSM,SWO,41514.0,414.0,167.0,143.0,1.0,['United Air Lines Inc.'],11423,15074,"Des Moines, IA: Des Moines International","Stillwater, OK: Stillwater Regional"
HOU,SWO,42245.0,461.0,167.0,142.0,1.0,['United Air Lines Inc.'],12191,15074,"Houston, TX: William P Hobby","Stillwater, OK: Stillwater Regional"
LBB,SWO,38334.0,319.0,167.0,151.0,1.0,['United Air Lines Inc.'],12896,15074,"Lubbock, TX: Lubbock Preston Smith International","Stillwater, OK: Stillwater Regional"
MDW,SWO,42500.0,634.0,172.0,0.0,1.0,['Miami Air International'],13232,15074,"Chicago, IL: Chicago Midway International","Stillwater, OK: Stillwater Regional"
RDU,SWO,34600.0,1024.0,137.0,90.0,1.0,['Southwest Airlines Co.'],14492,15074,"Raleigh/Durham, NC: Raleigh-Durham International","Stillwater, OK: Stillwater Regional"
SAT,SWO,40752.0,464.0,167.0,160.0,1.0,['United Air Lines Inc.'],14683,15074,"San Antonio, TX: San Antonio International","Stillwater, OK: Stillwater Regional"
SJC,SWO,27000.0,1377.0,130.0,129.0,1.0,['Allegiant Air'],14831,15074,"San Jose, CA: Norman Y. Mineta San Jose International","Stillwater, OK: Stillwater Regional"
ACT,TLH,34446.0,768.0,126.0,81.0,1.0,['Delta Air Lines Inc.'],10155,15249,"Waco, TX: Waco Regional","Tallahassee, FL: Tallahassee Regional"
ATL,TLH,49442590.0,223.0,197224.0,159529.0,2703.0,"['Delta Air Lines Inc.' 'Pinnacle Airlines Inc.'
 'ExpressJet Airlines Inc.' 'Endeavor Air Inc.']",10397,15249,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Tallahassee, FL: Tallahassee Regional"
AUS,TLH,29592.0,796.0,56.0,45.0,1.0,['Ameristar Air Cargo'],10423,15249,"Austin, TX: Austin - Bergstrom International","Tallahassee, FL: Tallahassee Regional"
BMG,TLH,34923.0,617.0,152.0,56.0,1.0,['Ameristar Air Cargo'],10683,15249,"Bloomington, IN: Monroe County","Tallahassee, FL: Tallahassee Regional"
BOS,TLH,77250.0,1108.0,261.0,252.0,1.0,['Delta Air Lines Inc.'],10721,15249,"Boston, MA: Logan International","Tallahassee, FL: Tallahassee Regional"
BTR,TLH,29000.0,406.0,120.0,116.0,1.0,['Delta Air Lines Inc.'],10781,15249,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Tallahassee, FL: Tallahassee Regional"
BWI,TLH,131434.0,746.0,536.0,466.0,4.0,"['Delta Air Lines Inc.' 'Miami Air International' 'Allegiant Air'
 'Southwest Airlines Co.']",10821,15249,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Tallahassee, FL: Tallahassee Regional"
CHS,TLH,32870.0,307.0,149.0,147.0,1.0,['Delta Air Lines Inc.'],10994,15249,"Charleston, SC: Charleston AFB/International","Tallahassee, FL: Tallahassee Regional"
CLE,TLH,12350.0,772.0,50.0,30.0,1.0,['American Eagle Airlines Inc.'],11042,15249,"Cleveland, OH: Cleveland-Hopkins International","Tallahassee, FL: Tallahassee Regional"
CLT,TLH,18083724.0,386.0,71567.0,53132.0,1278.0,['PSA Airlines Inc.' 'Air Wisconsin Airlines Corp'],11057,15249,"Charlotte, NC: Charlotte Douglas International","Tallahassee, FL: Tallahassee Regional"
CMH,TLH,34000.0,667.0,166.0,136.0,1.0,['Allegiant Air'],11066,15249,"Columbus, OH: Port Columbus International","Tallahassee, FL: Tallahassee Regional"
CVG,TLH,12500.0,597.0,50.0,26.0,1.0,['Endeavor Air Inc.'],11193,15249,"Cincinnati, OH: Cincinnati/Northern Kentucky International","Tallahassee, FL: Tallahassee Regional"
DCA,TLH,4527964.0,716.0,18400.0,12717.0,368.0,['Air Wisconsin Airlines Corp' 'PSA Airlines Inc.'],11278,15249,"Washington, DC: Ronald Reagan Washington National","Tallahassee, FL: Tallahassee Regional"
DFW,TLH,6647110.0,767.0,26083.0,21873.0,529.0,"['American Eagle Airlines Inc.' 'Delta Air Lines Inc.'
 'ExpressJet Airlines Inc.']",11298,15249,"Dallas/Fort Worth, TX: Dallas/Fort Worth International","Tallahassee, FL: Tallahassee Regional"
DOV,TLH,37400.0,785.0,150.0,99.0,1.0,['JetBlue Airways'],11375,15249,"Dover, DE: Dover AFB","Tallahassee, FL: Tallahassee Regional"
ELP,TLH,34923.0,1307.0,152.0,0.0,1.0,['Ameristar Air Cargo'],11540,15249,"El Paso, TX: El Paso International","Tallahassee, FL: Tallahassee Regional"
FLL,TLH,3136155.0,393.0,13426.0,7895.0,345.0,"['Delta Air Lines Inc.' 'Allegiant Air' 'Silver Airways'
 'ExpressJet Airlines Inc.']",11697,15249,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Tallahassee, FL: Tallahassee Regional"
GSO,TLH,106310.0,469.0,458.0,240.0,3.0,['Delta Air Lines Inc.'],11995,15249,"Greensboro/High Point, NC: Piedmont Triad International","Tallahassee, FL: Tallahassee Regional"
GSP,TLH,52260.0,334.0,180.0,177.0,1.0,['Delta Air Lines Inc.'],11996,15249,"Greer, SC: Greenville-Spartanburg International","Tallahassee, FL: Tallahassee Regional"
IAD,TLH,37400.0,708.0,150.0,99.0,1.0,['JetBlue Airways'],12264,15249,"Washington, DC: Washington Dulles International","Tallahassee, FL: Tallahassee Regional"
IAH,TLH,38879.0,658.0,150.0,125.0,1.0,['Delta Air Lines Inc.'],12266,15249,"Houston, TX: George Bush Intercontinental/Houston","Tallahassee, FL: Tallahassee Regional"
INT,TLH,42500.0,462.0,173.0,43.0,1.0,['Miami Air International'],12348,15249,"Winston-Salem, NC: Smith Reynolds","Tallahassee, FL: Tallahassee Regional"
JAX,TLH,25850.0,159.0,100.0,29.0,2.0,['American Eagle Airlines Inc.' 'ExpressJet Airlines Inc.'],12451,15249,"Jacksonville, FL: Jacksonville International","Tallahassee, FL: Tallahassee Regional"
JQF,TLH,44119.0,404.0,162.0,0.0,1.0,['Sun Country Airlines d/b/a MN Airlines'],12544,15249,"Cabarrus, NC: Concord Regional","Tallahassee, FL: Tallahassee Regional"
LFT,TLH,42500.0,457.0,173.0,0.0,1.0,['Miami Air International'],12951,15249,"Lafayette, LA: Lafayette Regional","Tallahassee, FL: Tallahassee Regional"
LIT,TLH,29000.0,548.0,120.0,114.0,1.0,['Delta Air Lines Inc.'],12992,15249,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Tallahassee, FL: Tallahassee Regional"
MCO,TLH,1347520.0,228.0,544.0,323.0,372.0,['Silver Airways' 'Federal Express Corporation'],13204,15249,"Orlando, FL: Orlando International","Tallahassee, FL: Tallahassee Regional"
MEM,TLH,14953130.0,458.0,0.0,0.0,239.0,['Federal Express Corporation'],13244,15249,"Memphis, TN: Memphis International","Tallahassee, FL: Tallahassee Regional"
MIA,TLH,12498010.0,402.0,50801.0,35571.0,1014.0,"['American Eagle Airlines Inc.'
 'Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines'
 'Delta Air Lines Inc.']",13303,15249,"Miami, FL: Miami International","Tallahassee, FL: Tallahassee Regional"
ORF,TLH,34000.0,649.0,166.0,117.0,1.0,['Allegiant Air'],13931,15249,"Norfolk, VA: Norfolk International","Tallahassee, FL: Tallahassee Regional"
PBI,TLH,0.0,364.0,0.0,0.0,0.0,['Silver Airways'],14027,15249,"West Palm Beach/Palm Beach, FL: Palm Beach International","Tallahassee, FL: Tallahassee Regional"
PIT,TLH,50560.0,733.0,184.0,181.0,1.0,['Delta Air Lines Inc.'],14122,15249,"Pittsburgh, PA: Pittsburgh International","Tallahassee, FL: Tallahassee Regional"
PNS,TLH,6345.0,169.0,34.0,9.0,1.0,['Silver Airways'],14193,15249,"Pensacola, FL: Pensacola Gulf Coast Regional","Tallahassee, FL: Tallahassee Regional"
RDU,TLH,83160.0,496.0,334.0,227.0,2.0,['Miami Air International' 'Delta Air Lines Inc.'],14492,15249,"Raleigh/Durham, NC: Raleigh-Durham International","Tallahassee, FL: Tallahassee Regional"
RIC,TLH,34054.0,634.0,126.0,31.0,1.0,['Delta Air Lines Inc.'],14524,15249,"Richmond, VA: Richmond International","Tallahassee, FL: Tallahassee Regional"
RNO,TLH,37400.0,2091.0,150.0,117.0,1.0,['JetBlue Airways'],14570,15249,"Reno, NV: Reno/Tahoe International","Tallahassee, FL: Tallahassee Regional"
RSW,TLH,25000.0,309.0,117.0,111.0,1.0,['AirTran Airways Corporation'],14635,15249,"Fort Myers, FL: Southwest Florida International","Tallahassee, FL: Tallahassee Regional"
SAV,TLH,117223.0,221.0,0.0,0.0,2.0,['Federal Express Corporation'],14685,15249,"Savannah, GA: Savannah/Hilton Head International","Tallahassee, FL: Tallahassee Regional"
SDF,TLH,12350.0,542.0,50.0,30.0,1.0,['American Eagle Airlines Inc.'],14730,15249,"Louisville, KY: Louisville International-Standiford Field","Tallahassee, FL: Tallahassee Regional"
SLC,TLH,40070.0,1703.0,160.0,158.0,1.0,['Delta Air Lines Inc.'],14869,15249,"Salt Lake City, UT: Salt Lake City International","Tallahassee, FL: Tallahassee Regional"
SWF,TLH,30000.0,956.0,150.0,76.0,1.0,['Casino Express'],15070,15249,"Newburgh/Poughkeepsie, NY: Stewart International","Tallahassee, FL: Tallahassee Regional"
SYR,TLH,53460.0,988.0,180.0,156.0,1.0,['Delta Air Lines Inc.'],15096,15249,"Syracuse, NY: Syracuse Hancock International","Tallahassee, FL: Tallahassee Regional"
TPA,TLH,4632040.0,200.0,25199.0,13342.0,727.0,"['Silver Airways' 'Delta Air Lines Inc.' 'ExpressJet Airlines Inc.'
 'AirTran Airways Corporation']",15304,15249,"Tampa, FL: Tampa International","Tallahassee, FL: Tallahassee Regional"
VLD,TLH,27000.0,69.0,100.0,97.0,2.0,['ExpressJet Airlines Inc.'],15607,15249,"Valdosta, GA: Valdosta Regional","Tallahassee, FL: Tallahassee Regional"
VPS,TLH,12240.0,130.0,50.0,48.0,1.0,['PSA Airlines Inc.'],15624,15249,"Valparaiso, FL: Northwest Florida Regional","Tallahassee, FL: Tallahassee Regional"
YIP,TLH,21500.0,818.0,0.0,0.0,1.0,['USA Jet Airlines Inc.'],16091,15249,"Detroit, MI: Willow Run","Tallahassee, FL: Tallahassee Regional"
ACV,CEC,1922922.0,56.0,7620.0,826.0,256.0,['Federal Express Corporation' 'SkyWest Airlines Inc.'],10157,10930,"Arcata/Eureka, CA: Arcata","Crescent City, CA: Jack McNamara Field"
MFR,CEC,7543.0,81.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],13264,10930,"Medford, OR: Rogue Valley International - Medford","Crescent City, CA: Jack McNamara Field"
RDD,CEC,3500.0,134.0,0.0,0.0,1.0,['Federal Express Corporation'],14487,10930,"Redding, CA: Redding Municipal","Crescent City, CA: Jack McNamara Field"
SFO,CEC,4291967.0,304.0,17070.0,10657.0,569.0,['SkyWest Airlines Inc.'],14771,10930,"San Francisco, CA: San Francisco International","Crescent City, CA: Jack McNamara Field"
SMF,CEC,964672.0,255.0,120.0,40.0,271.0,['SkyWest Airlines Inc.' 'Federal Express Corporation'],14893,10930,"Sacramento, CA: Sacramento International","Crescent City, CA: Jack McNamara Field"
ACV,MFR,7543.0,116.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],10157,13264,"Arcata/Eureka, CA: Arcata","Medford, OR: Rogue Valley International - Medford"
DEN,MFR,7144455.0,964.0,26470.0,23199.0,523.0,['SkyWest Airlines Inc.'],11292,13264,"Denver, CO: Denver International","Medford, OR: Rogue Valley International - Medford"
ENV,MFR,102000.0,472.0,450.0,423.0,3.0,['Allegiant Air'],11563,13264,"Wendover, UT: Wendover Airport","Medford, OR: Rogue Valley International - Medford"
EUG,MFR,235690.0,122.0,910.0,452.0,7.0,['Sun Country Airlines d/b/a MN Airlines' 'SkyWest Airlines Inc.'],11603,13264,"Eugene, OR: Mahlon Sweet Field","Medford, OR: Rogue Valley International - Medford"
FAT,MFR,7543.0,421.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],11638,13264,"Fresno, CA: Fresno Yosemite International","Medford, OR: Rogue Valley International - Medford"
IFP,MFR,124186.0,670.0,492.0,344.0,3.0,['Sun Country Airlines d/b/a MN Airlines'],10590,13264,"Bullhead City, AZ: Laughlin/Bullhead International","Medford, OR: Rogue Valley International - Medford"
LAS,MFR,3264000.0,600.0,15936.0,14345.0,96.0,['Allegiant Air'],12889,13264,"Las Vegas, NV: McCarran International","Medford, OR: Rogue Valley International - Medford"
LAX,MFR,8118000.0,630.0,36036.0,33084.0,396.0,['Allegiant Air' 'Horizon Air'],12892,13264,"Los Angeles, CA: Los Angeles International","Medford, OR: Rogue Valley International - Medford"
LMT,MFR,77099.0,60.0,150.0,0.0,11.0,"['Empire Airlines Inc.' 'SkyWest Airlines Inc.'
 'Federal Express Corporation']",13024,13264,"Klamath Falls, OR: Klamath Falls Airport","Medford, OR: Rogue Valley International - Medford"
OAK,MFR,68000.0,323.0,332.0,274.0,2.0,['Allegiant Air'],13796,13264,"Oakland, CA: Metropolitan Oakland International","Medford, OR: Rogue Valley International - Medford"
OTH,MFR,13800.0,100.0,0.0,0.0,4.0,['Empire Airlines Inc.' 'Federal Express Corporation'],13964,13264,"North Bend/Coos Bay, OR: Southwest Oregon Regional","Medford, OR: Rogue Valley International - Medford"
PDX,MFR,29824154.0,222.0,99695.0,81993.0,2191.0,"['SkyWest Airlines Inc.' 'SeaPort Airlines, Inc. d/b/a Wings of Alaska'
 'Empire Airlines Inc.' 'Federal Express Corporation' 'Horizon Air']",14057,13264,"Portland, OR: Portland International","Medford, OR: Rogue Valley International - Medford"
RBG,MFR,303700.0,65.0,0.0,0.0,88.0,['Empire Airlines Inc.' 'Federal Express Corporation'],14467,13264,"Roseburg, OR: Roseburg Regional","Medford, OR: Rogue Valley International - Medford"
RDD,MFR,22629.0,132.0,90.0,0.0,3.0,['SkyWest Airlines Inc.'],14487,13264,"Redding, CA: Redding Municipal","Medford, OR: Rogue Valley International - Medford"
RDM,MFR,21343.0,156.0,30.0,27.0,5.0,"['Empire Airlines Inc.' 'Federal Express Corporation'
 'SkyWest Airlines Inc.']",14489,13264,"Bend/Redmond, OR: Roberts Field","Medford, OR: Rogue Valley International - Medford"
SEA,MFR,11247623.0,352.0,47976.0,37971.0,629.0,['Sun Country Airlines d/b/a MN Airlines' 'Horizon Air'],14747,13264,"Seattle, WA: Seattle/Tacoma International","Medford, OR: Rogue Valley International - Medford"
SFO,MFR,17475446.0,329.0,67680.0,54945.0,1875.0,['SkyWest Airlines Inc.' 'Horizon Air'],14771,13264,"San Francisco, CA: San Francisco International","Medford, OR: Rogue Valley International - Medford"
SLC,MFR,9582480.0,575.0,36280.0,31176.0,642.0,['SkyWest Airlines Inc.'],14869,13264,"Salt Lake City, UT: Salt Lake City International","Medford, OR: Rogue Valley International - Medford"
SMF,MFR,7543.0,263.0,30.0,23.0,1.0,['SkyWest Airlines Inc.'],14893,13264,"Sacramento, CA: Sacramento International","Medford, OR: Rogue Valley International - Medford"
ACV,MOD,7543.0,286.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],10157,13424,"Arcata/Eureka, CA: Arcata","Modesto, CA: Modesto City-County-Harry Sham Field"
BUR,MOD,2000.0,277.0,7.0,2.0,1.0,['Avjet Corporation'],10800,13424,"Burbank, CA: Bob Hope","Modesto, CA: Modesto City-County-Harry Sham Field"
LMT,MOD,7543.0,315.0,30.0,27.0,1.0,['SkyWest Airlines Inc.'],13024,13424,"Klamath Falls, OR: Klamath Falls Airport","Modesto, CA: Modesto City-County-Harry Sham Field"
OAK,MOD,2000.0,70.0,8.0,1.0,1.0,['Avjet Corporation'],13796,13424,"Oakland, CA: Metropolitan Oakland International","Modesto, CA: Modesto City-County-Harry Sham Field"
PUB,MOD,5600.0,899.0,0.0,0.0,1.0,['USA Jet Airlines Inc.'],14288,13424,"Pueblo, CO: Pueblo Memorial","Modesto, CA: Modesto City-County-Harry Sham Field"
RDD,MOD,7543.0,212.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],14487,13424,"Redding, CA: Redding Municipal","Modesto, CA: Modesto City-County-Harry Sham Field"
SBP,MOD,22629.0,166.0,90.0,0.0,3.0,['SkyWest Airlines Inc.'],14698,13424,"San Luis Obispo, CA: San Luis County Regional","Modesto, CA: Modesto City-County-Harry Sham Field"
SFO,MOD,7046429.0,78.0,27966.0,10050.0,923.0,['Republic Airlines' 'SkyWest Airlines Inc.'],14771,13424,"San Francisco, CA: San Francisco International","Modesto, CA: Modesto City-County-Harry Sham Field"
ACV,RDD,7543.0,101.0,30.0,27.0,1.0,['SkyWest Airlines Inc.'],10157,14487,"Arcata/Eureka, CA: Arcata","Redding, CA: Redding Municipal"
BUR,RDD,2000.0,486.0,8.0,3.0,1.0,['Avjet Corporation'],10800,14487,"Burbank, CA: Bob Hope","Redding, CA: Redding Municipal"
CIC,RDD,7543.0,54.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],11002,14487,"Chico, CA: Chico Municipal","Redding, CA: Redding Municipal"
ENV,RDD,136000.0,435.0,600.0,506.0,4.0,['Allegiant Air'],11563,14487,"Wendover, UT: Wendover Airport","Redding, CA: Redding Municipal"
IFP,RDD,39642.0,561.0,162.0,101.0,1.0,['Sun Country Airlines d/b/a MN Airlines'],10590,14487,"Bullhead City, AZ: Laughlin/Bullhead International","Redding, CA: Redding Municipal"
SEA,RDD,39623.0,479.0,162.0,32.0,1.0,['Sun Country Airlines d/b/a MN Airlines'],14747,14487,"Seattle, WA: Seattle/Tacoma International","Redding, CA: Redding Municipal"
SFO,RDD,7988037.0,199.0,31770.0,22832.0,1059.0,['SkyWest Airlines Inc.'],14771,14487,"San Francisco, CA: San Francisco International","Redding, CA: Redding Municipal"
SMF,RDD,1544043.0,131.0,30.0,14.0,440.0,['SkyWest Airlines Inc.' 'Federal Express Corporation'],14893,14487,"Sacramento, CA: Sacramento International","Redding, CA: Redding Municipal"
ACV,SBA,7543.0,509.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],10157,14689,"Arcata/Eureka, CA: Arcata","Santa Barbara, CA: Santa Barbara Municipal"
APC,SBA,2000.0,294.0,9.0,0.0,1.0,['Avjet Corporation'],10327,14689,"Napa, CA: Napa County","Santa Barbara, CA: Santa Barbara Municipal"
BFL,SBA,15086.0,82.0,60.0,0.0,2.0,['SkyWest Airlines Inc.'],10561,14689,"Bakersfield, CA: Meadows Field","Santa Barbara, CA: Santa Barbara Municipal"
BUR,SBA,33000.0,86.0,144.0,0.0,15.0,['Avjet Corporation'],10800,14689,"Burbank, CA: Bob Hope","Santa Barbara, CA: Santa Barbara Municipal"
DEN,SBA,16812507.0,916.0,69535.0,59517.0,899.0,['SkyWest Airlines Inc.' 'Frontier Airlines Inc.' 'Republic Airlines'],11292,14689,"Denver, CO: Denver International","Santa Barbara, CA: Santa Barbara Municipal"
FAT,SBA,7543.0,162.0,30.0,0.0,1.0,['SkyWest Airlines Inc.'],11638,14689,"Fresno, CA: Fresno Yosemite International","Santa Barbara, CA: Santa Barbara Municipal"
FTW,SBA,2000.0,1298.0,9.0,2.0,1.0,['Avjet Corporation'],11789,14689,"Dallas/Fort Worth, TX: Fort Worth Meacham International","Santa Barbara, CA: Santa Barbara Municipal"
HOU,SBA,2000.0,1475.0,8.0,1.0,1.0,['Avjet Corporation'],12191,14689,"Houston, TX: William P Hobby","Santa Barbara, CA: Santa Barbara Municipal"
IFP,SBA,28603.0,305.0,99.0,35.0,1.0,['Republic Airlines'],10590,14689,"Bullhead City, AZ: Laughlin/Bullhead International","Santa Barbara, CA: Santa Barbara Municipal"
LAS,SBA,11543.0,289.0,46.0,19.0,3.0,['Avjet Corporation' 'SkyWest Airlines Inc.'],12889,14689,"Las Vegas, NV: McCarran International","Santa Barbara, CA: Santa Barbara Municipal"
LAX,SBA,34387940.0,89.0,133176.0,94273.0,3535.0,['SkyWest Airlines Inc.'],12892,14689,"Los Angeles, CA: Los Angeles International","Santa Barbara, CA: Santa Barbara Municipal"
OAK,SBA,2000.0,263.0,9.0,0.0,1.0,['Avjet Corporation'],13796,14689,"Oakland, CA: Metropolitan Oakland International","Santa Barbara, CA: Santa Barbara Municipal"
ONT,SBA,5960484.0,131.0,173.0,0.0,469.0,"['Miami Air International' 'Federal Express Corporation'
 'Empire Airlines Inc.']",13891,14689,"Ontario, CA: Ontario International","Santa Barbara, CA: Santa Barbara Municipal"
PDX,SBA,3170660.0,784.0,11838.0,9503.0,174.0,['Avjet Corporation' 'SkyWest Airlines Inc.'],14057,14689,"Portland, OR: Portland International","Santa Barbara, CA: Santa Barbara Municipal"
PHX,SBA,24071612.0,455.0,98274.0,72050.0,1666.0,['Mesa Airlines Inc.' 'SkyWest Airlines Inc.'],14107,14689,"Phoenix, AZ: Phoenix Sky Harbor International","Santa Barbara, CA: Santa Barbara Municipal"
PSP,SBA,2000.0,196.0,8.0,5.0,1.0,['Avjet Corporation'],14262,14689,"Palm Springs, CA: Palm Springs International","Santa Barbara, CA: Santa Barbara Municipal"
SAN,SBA,46461.0,192.0,177.0,49.0,3.0,['Avjet Corporation' 'Sun Country Airlines d/b/a MN Airlines'],14679,14689,"San Diego, CA: San Diego International","Santa Barbara, CA: Santa Barbara Municipal"
SAT,SBA,2000.0,1297.0,7.0,2.0,1.0,['Avjet Corporation'],14683,14689,"San Antonio, TX: San Antonio International","Santa Barbara, CA: Santa Barbara Municipal"
SEA,SBA,5943960.0,908.0,22180.0,20025.0,332.0,['SkyWest Airlines Inc.'],14747,14689,"Seattle, WA: Seattle/Tacoma International","Santa Barbara, CA: Santa Barbara Municipal"
SFO,SBA,22769145.0,262.0,90550.0,66159.0,3017.0,['SkyWest Airlines Inc.'],14771,14689,"San Francisco, CA: San Francisco International","Santa Barbara, CA: Santa Barbara Municipal"
SJC,SBA,43659.0,234.0,178.0,0.0,3.0,['Avjet Corporation' 'Sun Country Airlines d/b/a MN Airlines'],14831,14689,"San Jose, CA: Norman Y. Mineta San Jose International","Santa Barbara, CA: Santa Barbara Municipal"
SLC,SBA,2000.0,615.0,8.0,2.0,1.0,['Avjet Corporation'],14869,14689,"Salt Lake City, UT: Salt Lake City International","Santa Barbara, CA: Santa Barbara Municipal"
